epoch,acc,loss,val_acc,val_loss
0,0.13810419334186941,2.504346935071347,0.1908,2.080059344482422
1,0.16496557796990075,2.1394517867564393,0.19889999999999999,2.0136935104370117
2,0.16498559077809799,2.1091982521309975,0.18140000000000001,1.949876070022583
3,0.16812760166506563,2.0815381236538992,0.19639999999999999,1.9045085849761962
4,0.17168988152417547,2.0565445370449686,0.1832,1.8912562282562255
5,0.17731348062760166,2.0222946181344637,0.22470000000000001,1.9434086414337157
6,0.18213656740313802,2.0111174942246239,0.18529999999999999,1.8725322725296021
7,0.18269692603266091,2.008236471941713,0.2087,1.837167939567566
8,0.1907020493115594,1.9805011607269962,0.248,1.8474012561798097
9,0.20913384566122317,1.9566709257798283,0.2455,1.839677352142334
10,0.22616474543707973,1.9318998963108363,0.28439999999999999,1.7884379718780519
11,0.24317563240473902,1.8978696645088697,0.31259999999999999,1.6677820055007935
12,0.26520973422990712,1.8540325945018385,0.36180000000000001,1.6336982135772704
13,0.28676352865834132,1.8100451560803723,0.39910000000000001,1.5239257987976074
14,0.31095901376881202,1.7625278179896706,0.37909999999999999,1.5350295330047607
15,0.3541266410502722,1.6630589105439346,0.46539999999999998,1.4076530229568482
16,0.41614633365353826,1.5597250907038636,0.52139999999999997,1.2666389179229736
17,0.45148895292987512,1.4808808617434592,0.56559999999999999,1.1954893613815307
18,0.48767211015049633,1.4026470143482772,0.53000000000000003,1.2820819179534912
19,0.52261447326288824,1.3301514344760481,0.5857,1.1943946840286255
20,0.55451488952929873,1.2588036325242784,0.61250000000000004,1.0949441537857056
21,0.58217259045789305,1.1969406033531809,0.66020000000000001,0.96778424015045161
22,0.61039065001601023,1.1293113921416176,0.68340000000000001,0.88648981018066408
23,0.63558677553634324,1.0645356052699777,0.67900000000000005,0.91805450410842893
24,0.65816122318283699,1.0121360956343786,0.68020000000000003,0.92254784727096562
25,0.68187640089657375,0.952974766025244,0.74680000000000002,0.7256383845329285
26,0.69732628882484793,0.90666552232008812,0.74539999999999995,0.7403686719894409
27,0.7148374959974384,0.86469784252085524,0.75539999999999996,0.71331399440765386
28,0.72526416906820368,0.83009753244792728,0.75929999999999997,0.70307651586532594
29,0.73895292987512007,0.79110925729328951,0.77529999999999999,0.67418104953765867
30,0.74641770733269297,0.76495392531337858,0.7913,0.61568827795982362
31,0.75778498238872882,0.74430895802152486,0.78390000000000004,0.65744741182327271
32,0.76591018251681076,0.71738903542722299,0.79059999999999997,0.63189585695266726
33,0.77513608709574122,0.68715259755341018,0.79920000000000002,0.59785837106704709
34,0.78039945565161706,0.67420602336244406,0.8024,0.57752452082633976
35,0.78576288824847906,0.65409969542028812,0.81310000000000004,0.58069222598075865
36,0.79586935638808842,0.63200425499530699,0.8206,0.5221284185409546
37,0.79839097022094141,0.61824679483483325,0.82699999999999996,0.51558364512920385
38,0.80311399295549146,0.60267622134756516,0.84199999999999997,0.46695859416723251
39,0.81007845020813318,0.58661963413473972,0.83620000000000005,0.49669622550010684
40,0.81239993595901372,0.57430594939090795,0.83320000000000005,0.49604286739826203
41,0.8199447646493756,0.5600498345392162,0.84409999999999996,0.45928068026304247
42,0.8199247518411783,0.54738804744273239,0.83379999999999999,0.48680696976184845
43,0.82510806916426516,0.53719186396828611,0.8417,0.48280353059768677
44,0.82752961895613197,0.52939375629037222,0.83699999999999997,0.4844492017030716
45,0.83339337175792505,0.51520549945158722,0.84209999999999996,0.47038197267055509
46,0.83531460134486069,0.50476735696707098,0.83289999999999997,0.51717583904266362
47,0.83925712455971824,0.49199680979725952,0.81230000000000002,0.60679253621101381
48,0.84295949407620874,0.4864908146421153,0.84419999999999995,0.45874086810350417
49,0.84351985270573171,0.47422203402984153,0.84899999999999998,0.46497213703393936
50,0.84734229907140568,0.46892111970089662,0.85489999999999999,0.43964405009746549
51,0.85028418187640087,0.45682565536763931,0.86029999999999995,0.4363387180685997
52,0.85242555235350626,0.44995321897867968,0.87009999999999998,0.41437965003252031
53,0.85580771693884083,0.44044436252426344,0.8629,0.42900528447628022
54,0.85870957412744153,0.43149524710516574,0.86939999999999995,0.39497728136777877
55,0.85995036823567084,0.42910996290819026,0.86280000000000001,0.41720368113517764
56,0.86183157220621198,0.41809872374907159,0.86909999999999998,0.42064660043716429
57,0.86525376240794105,0.41400590332853004,0.86809999999999998,0.41587910647392273
58,0.86679474863912909,0.40346175602067941,0.86719999999999997,0.39973035925626754
59,0.86787544028178032,0.39939728135906882,0.87350000000000005,0.3821974537283182
60,0.87077729747038102,0.39011725785495227,0.86240000000000006,0.42993853113651276
61,0.87111751520973424,0.39331436822363247,0.86919999999999997,0.39270851356983183
62,0.87395933397374315,0.38471498793892245,0.86499999999999999,0.42145572375059126
63,0.87550032020493118,0.37438738176714254,0.87439999999999996,0.4016197198867798
64,0.87760166506564197,0.37028688164216145,0.87239999999999995,0.39260233497619629
65,0.87956292026897209,0.36519400574078437,0.87009999999999998,0.39619217075109481
66,0.87890249759846306,0.36686778043969642,0.87139999999999995,0.40538745968341827
67,0.8812039705411463,0.35728275723423747,0.879,0.38278408172130585
68,0.88296509766250397,0.35289033922702884,0.88070000000000004,0.3770838215351105
69,0.88594700608389365,0.3479694218216437,0.87019999999999997,0.40882570439577104
70,0.88700768491834769,0.33900401282016568,0.87780000000000002,0.37983945395350455
